event_id,title,category,venue_name,neighborhood
025e0b12-5202-e846-19b7-ceb9e3ffe08c,"HIIT","Running & fitness","Pier 46, Hudson River Park","Pier 46"
2bf7178b-3d02-b367-d6c9-d0c7cb5775f9,"Artist Walk: Bella Abzug Park","Art & galleries","Bella Abzug Park, Hudson Yards, Manhattan",""
e9c03592-2480-88c4-d62e-f7731e059f98,"Trees Count at Canarsie Park","Volunteer","Canarsie Park",""
a940d5fb-95d9-778e-16c3-324811848ade,"Glossier Balmdega","Others","",""
7049ce8f-a8a0-7578-4eab-2ae0be1913f4,"Line Dance Fitness","Exercise Classes","Betsy Head Park",""
391198fc-ef3b-bab1-47d3-3326ff363913,"Mamdani's NYC: Drink & Think","Food & dining","Soho",""
676f2f53-c1fe-8d46-b300-a392eee1df3a,"Sunset Boat Tour: Port Infrastructure","Art & galleries","Pier 83 (Circle Line Cruises) - 12th Avenue and West 43rd Street New York, NY 10036",""
130e69f8-1d16-a1f2-1a01-10e5c301940f,"Team RIVER Volunteers","Gardening","Randall's Island Park",""
2b81dd84-7b34-f951-0d2d-a3a6ae8b8fb3,"New Paltz Weekend","Cycling","SUNY New Paltz",""
a966d80e-82c3-987c-2646-e96d72ba68f7,"Groove & Glow","Exercise Classes","Asser Levy Playground",""
85b7a99d-ff38-da1e-9426-884d6ecba7f3,"CANCELED: Soca Dance Fitness","Exercise Classes","",""
ae4254a6-b22b-bf3e-e8fd-73b8269763cc,"Gottesman Pool: Lap Swim","Swimming/Aquatics","Central Park",""
c27ed550-579e-852d-7651-70179188a7ae,"Session 2: Fisher Pool - Children's Learn to Swim Level 1 (Class B)","Family & kids","Fisher Pool",""
592ba703-d5d6-6c8a-a9b4-921bf88c9eab,"Low Impact Dance Fitness","Exercise Classes","Williamsbridge Oval",""
2c6d6132-3d9f-e9a6-332a-c4912201a371,"America250: Fourth of July Family Trolley Tour at Green-Wood","Family & kids","Green-Wood Cemetery",""
0b326164-fc77-6291-c4cc-00a5618a40a8,"Tour: Battle of Brooklyn’s Battle Pass","Tours","Prospect Park",""
ae5652ff-8ce6-7ec4-8ab0-67c1f73e1a22,"Dance Fitness","Exercise Classes","West Harlem Piers",""
08b41542-148f-dc81-2f79-116971c543ab,"Bryant Park Author Series: Speculative Fiction","Accessible Activities","Bryant Park",""
72e70a70-fa21-ebac-bbf0-4c81ef997cb3,"Phoenix Community Garden Farm Stand","Gardening","",""
ee2687f1-bd4b-bb2c-90c7-7a5b134d5aab,"Best Special Kids: Horticulture and Art Workshop with Gisselle Ramirez","Family & kids","Bronx Park",""
5424e829-8931-626b-6885-4a4bcc038154,"StoryTime at Bryant Park Reading Room","Family & kids","Bryant Park",""
d9789157-dd47-2656-d0c8-e8672f569777,"Adorama In-Person Photo Critique with Seth Miranda and Daniel Norton","Art & galleries","Adorama Event Space",""
fae762bb-f9f5-e114-e436-97c27de5f807,"Harlem Run: Monday Night Run","Walking","Marcus Garvey Park",""
53b49c9b-b835-d49f-03fe-99e114b61590,"Madison Square Park: The Gilded Age, Before, & Beyond","Art & galleries","Madison Square Park",""
d4c44f2f-cc47-0c33-3155-e57fe22e4a95,"Comedian: Drink & Think","Art & galleries","Soho",""
af04f44d-3400-db4d-1626-5a4b0a9fb82b,"Yoga","Exercise Classes","Crocheron Park",""
38b5b870-1286-2844-536d-af567758bfe4,"The Toni Cade Bambara School of Organizing: How a Revolutionary Artist Shaped a Movement","Talks & lectures","The People's Forum",""
37998f0d-8e70-b90d-9a46-0ce9d11e8284,"Cardio Sculpt","Exercise Classes","Queensbridge Park",""
1d6e2cf5-be2d-3dcb-ad13-c872f2b32753,"Wedding Salon NYC July 27","Others","Capitale",""
1fff500d-9671-9dec-bfbb-e13e784e6120,"Shea Butter Grooves","Exercise Classes","",""
3581f6f9-d74f-2930-7cbf-82903d7fd9b4,"Art in the Park","Family & kids","Washington Square Park",""
db8d6fb7-8da6-2f11-34a3-77dd3eab94ee,"Midtown Fit","Strength Training/Weightlifting","Herald Square",""
b03bd27a-5cc6-392f-9c67-17ee74253457,"Discover Green-Wood Trolley Tour","","Green-Wood Cemetery",""
6a4f074f-6bed-d428-b482-e7c9af0ea012,"Running Group","Walking","Van Cortlandt Park",""
24bedaea-2442-4cd4-776f-a3279a87bd75,"Van Cortlandt Pool: Lap Swim","Swimming/Aquatics","Van Cortlandt Park",""
1e02e650-6c5b-063d-94d5-5004567dc286,"Liberty Pool: Lap Swim","Swimming/Aquatics","Detective Keith L Williams Park",""
af8ce1d6-6d10-f51b-d2c8-9761e9b089f2,"Nature Exploration","Nature Programs","Prospect Park",""
f0654098-0a6b-4125-85b2-dbed22dbdc57,"Summer Sports Experience: Basketball Seasonal Clinics at Faber Recreation Center","Recreation Center Programming","Faber Pool and Park",""
1a74d581-af44-12e8-ba48-3824e7e6189e,"Did the Ivy League Fail America?","Talks & lectures","Fabrik Tribeca",""
7ab29843-040b-8b9c-c73f-73a965a42dec,"Ponyflo x Tea Pulse ","Others"," TEAPULSE K-Town",""
3fcfc0ae-1754-99c5-4b31-67f5abbd5920,"Helmet Fittings & Distribution – Summer Streets: Manhattan","Cycling","Adam Clayton Powell Jr Boulevard between 110th Street and 113th Street",""
ffea48df-d1e4-b6e8-f7aa-40d7f2129090,"Zumba","Exercise Classes","St. John's Park",""
4a527358-0af4-3bcd-8846-049ae2b1454b,"Session 2: Parent & Tots Learn to Swim Liberty Pool (Class A)","Swimming/Aquatics","Detective Keith L Williams Park",""
6e147e2a-9c3b-5b17-1245-940178f81d99,"Technopoly: Drink & Think","Food & dining","Soho",""
ffc101c9-fc48-3c51-f96e-63d5b98527d9,"City Pickle x Suja Organic","Others","City Pickle Times Square ",""
d412aa09-e177-9b40-402c-e38f0be003b0,"Bodyweight Blast","Exercise Classes","Riverside Park",""
66c8c624-972d-743b-a116-2d8412d424d9,"August Project WASTE","Workshops","",""
1c211b1e-9b5d-ddfd-a837-33e42abebd52,"CANCELED: Yoga","Yoga & Pilates Classes","St. James Park",""
ee3a0227-42ab-20fc-b644-bfcf0576de9e,"Dance Fitness","Exercise Classes","Nostrand Playground",""
27f549ba-bc88-c8ab-04bf-f2d9be2c4881,"Session 2: Parent & Tots Learn to Swim Liberty Pool (Class B)","Swimming/Aquatics","Detective Keith L Williams Park",""
efb60b24-875f-6b45-3031-3e4c21200eab," Living Well with Eczema","Others","",""
58032615-cb7a-edf8-21d7-dc82ad983116,"Doug E. Fresh & Funk Flex Second Annual Hip-Hop Appreciation Park Jam","Live Music","Bronx",""
3340153c-727f-d094-4d40-6ecd47b9e36a,"Writers Workshop at Bryant Park Reading Room","Accessible Activities","Bryant Park",""
2b97d7a4-52b5-4356-3a89-b2693785edd1,"'Pemi Aguda Presents One Leg on Earth, Featuring Lena Valencia","Books & readings","P&T Knitwear",""
1252563b-b1cc-eca6-9372-0f7459da4ee0,"Session 2: Liberty Pool - Children's Learn to Swim Level 1 (Class B)","Family & kids","Detective Keith L Williams Park",""
11ebc227-50a6-85fa-a33d-c2801b417441,"Session 2: Liberty Pool - Children's Learn to Swim Level 2 (Class D)","Family & kids","Detective Keith L Williams Park",""
264cc9b8-4cba-cad5-dbf4-c3b3f7dcae2b,"Session 2: Liberty Pool - Children's Learn to Swim Level 2 (Class B)","Family & kids","Detective Keith L Williams Park",""
bae822de-cd56-f2f8-de93-7b80ceecbf4c,"Session 2: Crotona Pool - Children's Learn to Swim Level 2 (Class D)","Family & kids","Crotona Park",""
df1a2b65-a3e9-6caf-ebef-33e9f60d4097,"Comedians Interview Experts: The MTA vs. Japan with Adam Chase and Jake Berman","Film & cinema","Caveat",""
f23a1623-9286-07a6-3bc4-fa5aff087ad2,"Hot Dog: The Second Serving in Times Square","Others","",""
3b611419-3620-074b-ee66-cf17f8939086,"Session 2: Crotona Pool - Children's Learn to Swim Level 1 (Class C)","Family & kids","Crotona Park",""
d821f9b4-9415-142f-8d5f-2fc0da04f0d5,"Dance Fitness Energize","Exercise Classes","",""
f5485727-1800-531e-2154-e3d595deedf3,"Zumba","Exercise Classes","Highbridge Park",""
a5b0964d-11cd-4522-7f04-1860f2933b21,"Session 2: Liberty Pool - Children's Learn to Swim Level 2 (Class C)","Family & kids","Detective Keith L Williams Park",""
d6ebfa7b-f870-942f-6329-753599fc5552,"Dance Fusion","Exercise Classes","Julio Carballo Fields",""
4cac9a30-72ac-af1a-288c-07f54ae4efa7,"Red Hook Pool: Lap Swim","Swimming/Aquatics","Red Hook Recreation Area",""
859bc2c5-52fc-ea72-43b1-4a9765d5a04e,"Lectures on Tap - Feminist Philosophies of The Handmaid’s Tale","Books & readings","Midtown Manhattan - Location provided upon registration.",""
e7bef20d-0998-4c40-90c1-3f5949a8beba,"McCarren Pool: Lap Swim","Swimming/Aquatics","McCarren Park",""
bc43ef4c-7099-0902-83db-87f3a0137de3,"Conditioning","Running & fitness","Pier 25, Hudson River Park","Pier 25"
301a250b-eed4-4616-bb59-ab39676e0277,"Visual Medicine: Photographs of Love + Joy in Prospect Park","","Prospect Park",""
82eb38ca-e25f-346d-fe06-bc45bf2bd53e,"Art Meets Books","Family & kids","Washington Square Park",""
9cf6afb7-6737-16c2-683f-f0988ad19ffa,"Greenmarket at Grand Army Plaza","Wellness","Prospect Park",""
ec165d07-35f5-525e-f8c2-a787befb331f,"Martials Classes at Bryant Park","Martial Arts","Bryant Park",""
86449a20-2b9e-4e60-5f65-8b346a4b6046,"Uplifted Dance Fitness","Exercise Classes","Sorrentino Recreation Center",""
ac2ce9d4-4fbd-4e25-b38b-cbd07c6b925a,"Claremont Pool: Lap Swim","Swimming/Aquatics","Claremont Park",""
58e6b1b0-43cc-d728-3463-0bc303b0bcbb,"Public Gallery Tour","Art","Wave Hill",""
14f60771-89d4-4186-dd71-8de9673351b4,"Total Body Fitness","Exercise Classes","St. John's Park",""
a2c66b92-0f8f-e4ab-0430-1951d8032f8d,"Cardio Dance","Exercise Classes","Jackie Robinson Park",""
44a4ddef-8389-0eb6-5ba2-17f5ee310ab3,"Chair Yoga","Exercise Classes","John J Carty Park",""
2a09bb5f-3b5f-0372-e461-7ba7872138ea,"Session 2: McCarren Pool - Children's Learn to Swim Level 2 (Class B)","Family & kids","McCarren Park",""
6bfa8d0b-f422-f567-4b5d-5a0eed2c9d7b,"RETRO Dance Fitness","Exercise Classes","Gertrude Ederle Recreation Center",""
70dbeceb-22af-228a-9ba4-3519e0fd7bb9,"Session 2: McCarren Pool - Children's Learn to Swim Level 2 (Class C)","Family & kids","McCarren Park",""
b0a012b7-70d0-a2ef-e46e-7bd92c73dab1,"Session 2: Kosciuszko Pool - Children's Learn to Swim Level 1 (Class D)","Family & kids","Kosciuszko Pool",""
159f518c-ef06-8eb1-296f-34850ce5b209,"Session 2: Kosciuszko Pool - Children's Learn to Swim Level 2 (Class A)","Family & kids","Kosciuszko Pool",""
cab4a6b5-6a48-0f83-ebb7-37a9d44caa3d,"Hatha Flow","Yoga & Pilates Classes","St. John's Park",""
73f092f9-e8f1-d850-f5de-ba4478708f39,"Zumba","Exercise Classes","Thomas Jefferson Park",""
4528cb60-76b5-9efb-eafc-382e6924ca27,"Lectures on Tap - The Radical New Yorker Who Put Women’s Art on the Map","Art & galleries","Prospect Park South (Location TBA)",""
544fc843-53df-7db0-8839-7a80ded04154,"Session 2: Kosciuszko Pool - Children's Learn to Swim Level 2 (Class B)","Family & kids","Kosciuszko Pool",""
c8f6a9b3-116c-e1cd-d014-73dd1cd091cd,"Hamilton Fish Pool: Lap Swim","Swimming/Aquatics","Hamilton Fish Park",""
3a7bd16b-c922-65c0-3e5d-070fbe040ea7,"Session 2: McCarren Pool - Children's Learn to Swim Level 1 (Class E)","Family & kids","McCarren Park",""
42d20d07-00a5-aa6f-b785-114cceb4cfbb,"CANCELED: Cardio Circuit Blast","Exercise Classes","Thomas Jefferson Park",""
b2705840-eb1b-6d39-0e4f-34f883b3dcb9,"Dance Fitness Beats","Exercise Classes","",""
2c3b5c71-5201-8788-3185-908af28bd6e0,"Session 2: Kosciuszko Pool - Children's Learn to Swim Level 1 (Class C)","Family & kids","Kosciuszko Pool",""
8cf60f18-908e-3780-c7dd-4260c68ae292,"Zumba","Exercise Classes","Blood Root Valley",""
3bc3816f-3513-25e1-f9a1-88714464abcb,"Session 2: McCarren Pool - Parent and Tots Learn to Swim (Class B)","Swimming/Aquatics","McCarren Park",""
66a25824-bdb1-8828-e172-d22787a529c4,"Session 2: Kosciuszko Pool - Children's Learn to Swim Level 1 (Class E)","Family & kids","Kosciuszko Pool",""
b3f019d3-2d35-96b6-c51e-9e099d03c1fb,"Session 2: Van Cortlandt Pool - Parent and Tots Learn to Swim (Class B)","Swimming/Aquatics","Van Cortlandt Park",""
8d55d0c3-1eff-089a-f525-21e3228215f1,"Session 2: Van Cortlandt Pool - Parent and Tots Learn to Swim (Class A)","Swimming/Aquatics","Van Cortlandt Park",""
4fa28fa4-3be4-b56a-5561-919d71a393f1,"Circus Arts in Herald Square Park","Workshops","Herald Square",""
1f451e0a-24cd-7912-87c6-00dd7a23b500,"Session 2: McCarren Pool - Parent and Tots Learn to Swim (Class A)","Swimming/Aquatics","McCarren Park",""
e9422506-4503-3137-9de9-8f25de881dfc,"Canceled | Sexual Health Mobile Medical Unit","Wellness","Prospect Park",""
6ffceaeb-45c1-ecba-ab8d-200351109f0f,"Soca Sweat Dance Fitness","Exercise Classes","",""
a8ca506e-ff1f-57d4-aef9-309c696091e5,"Session 2: Hamilton Fish Pool - Children's Learn to Swim Level 1 (Class D)","Family & kids","Hamilton Fish Park",""
49e1a55d-cb0d-8484-a760-8eb088222ba0,"Samantha Paige Rosen: Living, Together w/ Alex Alberto, Sarah Thankam Mathews, & Mia Arias Tsang","Books & readings","Books Are Magic","Brooklyn Heights"
7954c2ff-1994-35a2-8ba0-59bbdab08868,"Kosciuszko Pool: Lap Swim","Swimming/Aquatics","Kosciuszko Pool",""
5218e39b-275c-0230-3798-698b99781935,"Hula Hoop Aerobics","Exercise Classes","Marcus Garvey Park",""
a6af21e1-fdf0-2166-cf45-3dedcc0aa0dd,"Session 2: Hamilton Fish Pool - Children's Learn to Swim Level 2 (Class A)","Family & kids","Hamilton Fish Park",""
46a35efc-86fa-64f2-1709-a18e763008d5,"Session 2: Hamilton Fish Pool - Children's Learn to Swim Level 2 (Class B)","Family & kids","Hamilton Fish Park",""
4104708b-a1c4-b962-8988-94934d7c6e71,"Annie Jacobsen with Elliot Ackerman: Nuclear War Scenarios","Books & readings","The 92nd Street Y, New York",""
af4e095e-77fe-e728-4555-240dfbf4b2ff,"Exhibit: Black People and the Battle of Brooklyn","Lefferts Historic House","Prospect Park",""
6c188e7e-4a29-ac46-7f16-f9abf7ea7ec8,"Isshiki x GU Fall/Winter 26 Collection Launch ","Others","GU Soho",""
58ada665-4b53-a06d-dc21-c26122f461ab,"Basketball Clinic at Highbridge Recreation Center (Ages: 5 to 7)","Basketball/Netball","Highbridge Park",""
c062574b-f175-86ed-f974-ed8807d20a3e,"Session 2: Hamilton Fish Pool - Children's Learn to Swim Level 1 (Class C)","Family & kids","Hamilton Fish Park",""
ffcb7494-7903-4efc-5a3e-e3cff475e674,"Basketball Clinic at Highbridge Recreation Center (Ages: 8 to 12)","Basketball/Netball","Highbridge Park",""
23c89b97-43b6-aae3-7cb8-840e41c7922a,"The History of the Brooklyn Bridge & Guided Walk - July 28","Museums","Granite Prospect, Brooklyn Bridge Park","Brooklyn Bridge Park"
91cd1c40-7665-aeb4-5029-570a1bccd777,"Spies of the American Revolution","Museums","Manhattan Municipal Building",""
ce3da0a6-30c0-ab86-ab3d-43c8609d9bf2,"CANCELED: Built To Move Circuit Training","Exercise Classes","",""
a8db2c6c-4fe1-0b53-bc54-e765ebb34360,"Chair Yoga","Yoga & Pilates Classes","",""
09fe62a9-27d8-c70e-2574-3ecd179d7e14,"Lectures on Tap - ""A History of Pilates: Prison, Freedom, Control""","Museums","Midtown Manhattan (LOCATION TBA)",""
3fabbfee-2c54-c4af-4df0-151a4b4385c5,"Session 2: Hamilton Fish Pool - Children's Learn to Swim Level 1 (Class E)","Family & kids","Hamilton Fish Park",""
d3d7624d-a828-3140-0a60-375361181d22,"IronStrength","Others","",""
3f943dec-b146-7c15-c563-733bc66a269a,"Latin Dance Fitness","Exercise Classes","",""
4028d85b-cb75-b1a6-1347-b3938be03f66,"From Walls to Wings: A Ride Through Forts, Fields & Time","Cycling","Bike New York’s Education Center at Ft. Wadsworth, SI",""
b8936d27-9f23-4e63-4d08-cf29566d6bbf,"Session 2: Lyons Pool - Children's Learn to Swim Level 2 (Class A)","Family & kids","Lyons Pool",""
661217b2-fd1c-2c42-a828-b5621b42346b,"Members-Only Tour: House Made of Dawn at the New York Historical","Live music","The New York Historical",""
748907bf-510f-bcd8-5f10-1b75b7fd0da6,"Zumba Gold&#174;","Exercise Classes","Williamsbridge Oval",""
0cf6d237-8e3a-7794-bbb8-55870f46bc27,"Session 2: Lyons Pool - Children's Learn to Swim Level 1 (Class B)","Family & kids","Lyons Pool",""
cb4d2e4d-f371-5eb4-d3d2-1ccbf8db4fb7,"Freedom in Relationships","Talks & lectures","Manhattan Meditation Center - Brahma Kumaris",""
e393791e-98df-3151-bf5d-025f98550912,"Session 2: Lyons Pool - Children's Learn to Swim Level 1 (Class C)","Family & kids","Lyons Pool",""
36a3b11e-fb72-0877-661a-5feeff1016b4,"Session 2: Kosciuszko Pool - Parent and Tots Learn to Swim (Class B)","Swimming/Aquatics","Kosciuszko Pool",""
9ed1faf9-0bbc-faf2-743a-4041ecc38e0f,"Total Body Fitness","Exercise Classes","Nostrand Playground",""
ed3dcbf4-e013-aeb3-4126-6a8a3422c5c1,"Sexual Health Mobile Medical Unit","Wellness","Prospect Park",""
673e70d0-45e5-f968-94a7-6607d3c4598a,"Cardio Sculpt","Exercise Classes","",""
7cf23f22-b82e-c6a0-ce77-295440aec088,"Harlem Week","Live music","New York City",""
bce61be8-dfad-ace9-3608-322e8929f3c1,"Garden Glow-Up: Plant-Based Beauty Workshop","Workshops","",""
333b0737-33d5-9cfe-9498-652f93391bc7,"Full Fit Line Dance","Exercise Classes","",""
c4c5f234-f1e6-0b55-969e-4182d9b4cbc1,"Fisher Pool: Swim Team Training","Swimming/Aquatics","Fisher Pool",""
7d82041f-4d7b-205e-95f0-9d36cf6085c5,"Session 2: Lyons Pool - Parent and Tots Learn to Swim (Class B)","Swimming/Aquatics","Lyons Pool",""
f346f5b9-216f-2d5b-0d23-0f08bf2604bb,"Zumba","Exercise Classes","",""
7d0c3de6-7367-7f49-8dd9-58ec718cedff,"Art Cart Workshop","Art & galleries","Bryant Park","Midtown"
91424c21-37e1-4c09-cbbd-164cf8cf627a,"Crotona Pool: Swim Team Training","Swimming/Aquatics","Crotona Park",""
5ff8ad4f-f3fb-c280-8bf3-052ecd976a8c,"Liberty Pool: Swim Team Training","Swimming/Aquatics","Detective Keith L Williams Park",""
402be7ed-ee8b-63b4-9651-4cdf16040076,"Zumba Gold&#174;","Exercise Classes","",""
d71fa74b-10f7-3b26-1f54-14c6067848a8,"Faber Pool: Lap Swim","Swimming/Aquatics","Faber Pool and Park",""
7d83ae09-c5cc-1845-cbed-e832f1d7afe0,"Lyons Pool: Lap Swim","Swimming/Aquatics","Lyons Pool",""
1ef02d28-4aef-1efd-bd52-1b4b7193b72f,"Low Impact Bodyweight Circuit Training","Exercise Classes","Asser Levy Playground",""
06ea9c61-5dac-f654-6348-77e8b8659024,"The Secret Eats of Chinatown, Manhattan Food Crawl","Food & dining","Columbus Park","Corner of Bayard St & Mulberry St"
5683beef-ed0c-d3db-9356-fd3ce927bffc,"Zumba Gold&#174;","Exercise Classes","Constance Baker Motley Recreation Center",""
d93a3c11-90aa-3a9a-5587-0f61e320995a,"UBB 40th Anniversary Celebration: BreakBeat Lou & Lord Finesse / Diamond D / Grand Puba / Sadat X / Nice & Smooth / Peter Gunz / DJ Boogie Blind","Live Music","Manhattan",""
dfc75eeb-4a88-77ae-f152-d62d098447cc,"Virtual Zumba","Exercise Classes","",""
7287f36a-cd23-f137-75fe-0673d2df3a6f,"Lectures on Tap - ""Unlocking the Secrets of Beethoven's Fifth""","Museums","Williamsburg (LOCATION TBA)",""
e7a9ff71-2d63-db6a-a824-0cba046d7b56,"FAD Market — Seaport Square","Markets & shopping","Seaport Square",""
cbc7c68f-da07-e66d-86ad-3c1cb34aa4a2,"Dance Fitness","Exercise Classes","",""
f20d1149-e489-46b3-7d37-278bea5dd5c3,"FAD Market — King Ave","Markets & shopping","King Ave",""
33976ee0-9175-6583-1ad6-7083c3d9d040,"LaBlast&#174; Fitness","Exercise Classes","",""
a5ea3afd-d72d-376d-81db-88b5eb16aaa2,"Cardio Punch","Exercise Classes","Rockaway Beach and Boardwalk",""
3b890f20-cf77-5c30-9d32-cfbba0c380b9,"Tone Up Tuesday","Exercise Classes","",""
f626800a-e9a7-ce10-96bb-7f703452ba0f,"Bodyweight Burn Circuit Training","Exercise Classes","Cadman Plaza Park",""
b275671e-2952-8c41-4f03-e4fd82eee267,"Virtual Yoga","Yoga & Pilates Classes","",""
c71a801b-6e32-9fe4-6f3a-bc8997af90b6,"Basic Bootcamp","Exercise Classes","Blood Root Valley",""
a71d7b10-5c9d-1a00-f971-165998c2b87e,"The Center for Fiction Presents Valeria Luiselli on Beginning Middle End","Books & readings","The Center for Fiction",""
813d79e0-87fb-c920-cb0f-044a9b930abe,"Senior Cardio Sculpt","Exercise Classes","",""
9ae1ff51-4d95-967c-41ab-d5d2ff094fac,"Virtual Rise and Shine Yoga","Yoga & Pilates Classes","",""
ee3ebc08-b197-fd4f-aa23-02b02c0fd1af,"Behind the Scenes: Whitney Biennial 2026","Museums","Whitney Museum of American Art","Meatpacking District"
3f0856ba-6ea8-91c1-5b85-7b7928f4d7cc,"Strength In Motion","Strength Training/Weightlifting","",""
dc695e2f-fd62-5bc7-aaa8-04ac40983840,"La India & MD Bobby Allende / DJ Tony Touch / DJ Lucho","Live Music","Bronx",""
2dfaf636-8311-7c25-dbf5-74169d1530a6,"Caribbean Dance Fitness","Exercise Classes","",""
7db44bc0-523c-b578-0174-d311dc8c8cd3,"Cardio Dance","Exercise Classes","",""
59f28d92-cfb1-4977-6673-2f737dc179fa,"CANCELED: Functional Yoga","Yoga & Pilates Classes","",""
7d61ce5b-72bb-c6d2-2096-7534a22876bf,"Mat Pilates","Yoga & Pilates Classes","",""
61c4d442-2554-69a8-11e2-8674f73ced9d,"Gentle Yoga","Yoga & Pilates Classes","",""
6c7b3a42-fe1f-689e-b752-e9ed93ecdde3,"The Wisdom Bar - “When Communication Matters (And When It Doesn’t)”","Books & readings","NYC (TBA)",""
73ccac23-6a36-9477-bf0e-a516a2eee65f,"Hart Island Tour (South Island)","Urban Park Rangers","Hart Island",""
48077394-f19b-84bc-8d3b-3639bf4d5a83,"STRONG Nation&#174;","Exercise Classes","Constance Baker Motley Recreation Center",""
fc6dd3c9-9901-0a3b-b8a0-2672e20f8c77,"Rizzoli Bookstore: The Miraculous Season Selected Poems by V.R.","Talks & lectures","Flatiron Plazas",""
8460789d-3186-9b6c-194b-67d142af74b4,"Dance Fitness World-Wide Beats","Shape Up NYC","",""
abb47f57-1d9f-c721-9e76-0f06b82fb76f,"Step Aerobics","Exercise Classes","",""
75c3a8b0-65ef-b9e0-cc52-7f404445e30f,"Rise&Restore Circuit Training","Exercise Classes","Highbridge Park",""
1bbdbbde-6169-bf74-4f73-3cd4f059bd70,"Exhibit: The Shirley Chisholm Way: Brooklyn’s Blueprint for Change","","Prospect Park",""
f2820dd1-b966-77fd-57fa-02f4edd1ce60,"Bodyweight Interval Training","Exercise Classes","McCarren Park",""
7560d1de-ddbc-a601-8b2a-18778fd246bf,"Bodyweight Circuit Training","Exercise Classes","Asser Levy Playground",""
7d25101b-9bdb-5903-aaa5-b0c572820e39,"Beginner Crochet Workshop","Workshops","Kissena Park",""
9e23084e-04fc-7dd9-3592-b1f00f72ec3b,"Robert Wright in Conversation with Bruce Feiler: Humanity, AI, and The God Test","Books & readings","The 92nd Street Y, New York",""
729eb7fe-f041-7f82-4bf9-2dd0de1e5d67,"Total Body Fitness","Exercise Classes","",""
5b3cf865-9199-9ba5-63a9-c4b76f0a2932,"Non-Fiction at Bryant Park Reading Room","Accessible Activities","Bryant Park",""
a206137d-1b75-8236-0f22-fa43168fd0c0,"CANCELED: SharQui- The belly dance workout","Exercise Classes","McCarren Park",""
24155388-17d6-985e-cbc6-8834270b08fa,"Fit Club Circuit Training","Exercise Classes","",""
3419a4cd-4871-6411-9100-c01d4368b10a,"Black Loyalist Virtual Tour","Lefferts Historic House","Prospect Park",""
4dfd99c9-59e9-eb5f-25b7-051023dcef8e,"Faber Pool: Swim Team Training","Swimming/Aquatics","Faber Pool and Park",""
6c1ddd4a-0ad3-f3ad-c883-f3d11a91e1ff,"STRONG Nation&#174;","Exercise Classes","Gertrude Ederle Recreation Center",""
3da7771b-d911-8520-faf1-eeff9d52240c,"Martial Arts Classes at Herald Square Plaza","Martial Arts","",""
b575e1e8-93a6-64b9-6a9b-cae6a17b2781,"Body-Centric Circuit Training","Strength Training/Weightlifting","McCarren Park",""
ca391993-0741-022f-7cbb-13157c94f888,"Bodyweight Circuit Training","Exercise Classes","Prospect Park",""
fbb88deb-66b4-152f-c2b6-50efa95e7589,"No Excuses Circuit Training","Strength Training/Weightlifting","St. John's Park",""
8779c6ee-ff7f-1e43-9082-e7766d9ff6a4,"Strong and Steady Circuit Training","Exercise Classes","",""
ec143a30-3576-86b6-fcaf-907122486be6,"RISE UP Circuit Training","Exercise Classes","",""
929a4f78-70cf-fb60-e7a5-4263dd45ec86,"Rare Tea From Unexpected Regions: Tasting With Anna Ye","Food & dining","In Pursuit of Tea Studio",""
8e9aac2c-572d-a9d7-a359-85c8ffc62628,"Fun with Fitness Circuit Training","Exercise Classes","",""
daf3b54a-2823-b5e8-ec2c-09b123c613ae,"Bodyweight Power Circuit","Exercise Classes","Constance Baker Motley Recreation Center",""
b7832231-fc01-46f6-2e7c-361b789f778f,"Writers and Artists Respond: Artist-Led Gallery Talk with Jackie Gendel","Art & galleries","The Jewish Museum",""
ac70e0a7-0c7b-7436-92b3-f6a6c7e09d8b,"Body-boost Circuit Training","Exercise Classes","",""
53740aed-71bd-d2f8-65df-858ff47d37ad,"Bodyweight Circuit Training","Exercise Classes","Gertrude Ederle Recreation Center",""
b931a318-35b4-1ad1-2718-eff81d24ce0b,"Strong For Life Circuit Training","Exercise Classes","",""
e3ddd7f5-4afd-a7d4-a234-d65022783a8f,"Poetry at Bryant Park Reading Room","Accessible Activities","Bryant Park",""
7d72eb3c-a86d-9f0d-30a6-d9056d727e5e,"Bodyweight Circuit Training","Exercise Classes","Chelsea Recreation Center",""
73aec1f5-6d80-6584-5c25-01d7d21f02a0,"Full Body Circuit Training","Exercise Classes","Chelsea Recreation Center",""
e725e0d3-94d4-bd1f-dd04-ff55a38b0ab5,"Level Up Bodyweight Circuit Training","Exercise Classes","",""
